-1.001680154303087278e+01,1.635400471345884910e+01,-3.097365049079503940e+00,9.716569937118894273e+00
-1.194268218020924088e-01,1.838155864773105108e+01,-1.065627331151471857e+01,1.102719031990542220e+01
1.235614561068468298e+01,5.553154747883698228e+00,-1.092447448351883121e+00,1.249042636885490509e+01
5.211824702565029277e+00,5.647641037510493511e+00,4.692518634756973839e+00,6.939056833647054390e+00
-7.253862983191208258e-01,6.410972396049474220e+00,8.512821182589600966e+00,7.992134528159803075e+00
-4.305444264469010740e+00,2.575424870433018931e+00,-9.794614103070680144e+00,1.061707986371623313e+01
-9.952554302896093219e+00,6.315505506034442718e+00,-1.030180842419612386e-01,9.487865591745686444e+00
5.614973270608970557e-01,1.400607949252696649e+01,-1.052805365415869332e+01,1.109189881173571379e+01
3.714057071882901351e+00,7.856131020589213421e+00,-3.734910131726521421e+00,5.417405134960752378e+00
-1.331725507725552093e+00,4.205153246729136818e+00,-1.149313770789172118e+01,1.085004219577765916e+01
1.156226964664241841e+01,7.212162529136583178e-01,3.219649884893040603e+00,1.282498568296098185e+01
1.983891252914612435e+00,1.799326250884284306e+01,-4.897204991499820359e+00,5.050024009749597198e+00
-6.447550274220298583e+00,1.548868925974964483e+01,5.181570083671038773e+00,8.757329329919228300e+00
1.147004036656442238e+01,1.726399220185215455e+01,-2.314463126447006580e+00,1.243035104343539388e+01
3.822817462470562977e-01,8.961087861833140877e+00,-1.148142254226268655e+01,1.106139087126797449e+01
6.489935768279157635e+00,6.428568544891818393e-01,-1.204493174095968122e+00,6.005517254057263443e+00
6.749692530851318928e+00,4.731809468350437697e+00,-2.289376755277991449e-02,6.250068633702421828e+00
-5.960274817138451198e+00,1.980837894114477749e+01,6.041987977261262799e+00,8.619518256800372313e+00
6.559508253882647466e+00,1.824842909196393137e+01,1.749507952639334452e+00,6.561652939318435074e+00
6.010241351836457468e+00,9.128836608523460683e+00,5.474263712875831800e+00,7.078762606484569453e+00
8.172912274377832631e+00,1.369525947868487492e+01,-9.065858269476949616e+00,1.173646935347958831e+01
1.141799041802999959e+01,1.669198124661998150e+01,4.365414449952337961e+00,1.294493221583708475e+01
1.245631460117792777e+01,1.899954216697458520e+01,6.180937539637233691e+00,1.300500682713179224e+01
1.814056978869717618e+00,1.086918970446987842e+01,1.361100741620817622e+01,1.397550152922449307e+01
5.089058815892863130e+00,6.665176001714696596e+00,6.486880595871409305e+00,7.157415670027218013e+00
3.711596870872271747e+00,1.314174916312700958e+01,7.348379061979674276e+00,7.377544247664623356e+00
1.297535330748780602e+01,4.914177895006692776e-01,-1.429575388607403408e+00,1.253627386908185670e+01
3.682210447086969207e+00,7.426699454969846848e+00,-5.698704555001759431e+00,5.294678739592367123e+00
-5.472790336217376872e-01,4.744792685337479554e+00,1.350146661532662762e+01,1.412402029625863342e+01
1.988603101740685775e+00,5.035141365179798711e+00,-4.600888291321628465e+00,5.118772088963384981e+00
7.141657424493166317e+00,1.054992605821309404e+01,-7.072912447242323264e-01,6.193515831349186485e+00
-1.224567787398709973e+00,1.859323878989640022e+01,7.286209854161781685e+00,8.067902414313644854e+00
-1.810017027589737815e+00,5.920323477087499064e-01,-1.144023854160569087e+01,1.081917655351224461e+01
3.399878807715479567e-01,1.916124323545311814e+00,8.121780516379539350e+00,7.743790085819712843e+00
-7.751976960666093319e+00,1.725343492313312632e+00,-6.268147844179764228e+00,1.011400902623901743e+01
1.032075713389311922e+01,4.556160107210175170e+00,-5.492141767095525040e+00,1.209510923392181603e+01
7.719987941847366031e+00,8.723879950637259739e+00,-8.242310958362194739e+00,1.179474017011793663e+01
9.044954343576323552e+00,1.441331712974778156e+01,-8.197383096477027564e+00,1.182904926290281367e+01
4.469274937821040794e+00,1.678783117763387267e+01,-9.531100468232610368e+00,1.139548026266985481e+01
5.956601716217148734e+00,4.324740804168549779e+00,3.841349006223833684e-01,6.364266524562262717e+00
2.420218855409099756e+00,1.784106016115389792e+01,-4.241446347327001654e+00,5.157921091880569797e+00
-7.674326753327701311e+00,1.649672815286392424e+00,4.496396150636038591e+00,8.849020369185419455e+00
7.048649669862699696e+00,6.010651441457752320e+00,2.175366479344959192e+00,6.681245441214962000e+00
5.269573644456331252e+00,8.664941381239438911e+00,4.485869896642129540e+00,6.998034639441190308e+00
1.844101933539497029e-01,2.020555683810338010e+00,7.778258077937492132e+00,7.930236584497905028e+00
1.164405156488700221e+01,4.062891010770862898e+00,-2.653578126741534149e+00,1.234682350427378417e+01
-8.486484568582493893e+00,4.368777595928953872e+00,-4.055597409829435840e+00,9.902691470355767578e+00
-3.764763365785809945e+00,2.662078032145813733e+00,-9.304578825153859256e+00,1.053453292437911770e+01
1.258689096930677387e+01,8.147834347285964895e+00,-5.046271405560589507e-01,1.248885113143092163e+01
1.924413298023800456e+00,1.746381148957693696e+01,1.471281039564400928e+01,1.404042433396864809e+01
3.240902884369306847e+00,2.495895883307817975e+00,-4.664597871090388814e+00,5.546898240295242033e+00
5.552962471081772655e-01,9.614440004644620785e+00,-5.141810891288887575e+00,4.754827833882689703e+00
6.239220034992852604e+00,1.149187267828286174e+01,-1.019064747536701621e+00,6.232143426284681098e+00
4.357809546153406544e+00,1.273071103404466520e+01,-4.553103246303085605e+00,5.516994197302580005e+00
7.577718380211562632e+00,1.943565712626077513e+01,1.097686462923287820e+01,1.358335967462435079e+01
2.507267258518375730e+00,3.474587912751950114e+00,-4.003567416000914037e+00,5.443665897265336895e+00
9.692830117468437479e+00,1.807959366948728785e+01,-6.563224382350104413e+00,1.197144475773858474e+01
4.054791923264079223e+00,1.962311231842952353e+01,6.147947941039882735e+00,7.198103264993058303e+00
-7.803945271683363494e+00,1.686351111289062743e+01,-6.262306655732970739e+00,1.010067042080166821e+01
1.156705239730512780e+01,1.615052510884360970e+01,2.297423155684365614e+00,1.274874395297343099e+01
-8.597978615275550851e+00,1.559530043448131398e+00,-5.904974084473115781e+00,1.006864128647338674e+01
1.241173575777715676e+01,1.105113155688704296e+01,-2.627380507576617230e+00,1.231076078267774321e+01
-4.284614984410763106e-02,5.604241324064870966e+00,7.153937096601788781e+00,7.870663640550935369e+00
-3.746646770657240388e-01,1.630019806594089360e+01,-5.446158740679893917e+00,4.748062168699162200e+00
1.246718597028606368e+01,1.900013128833577269e+01,3.468569135822451299e-01,1.260162489976081091e+01
-1.550304653682430533e+00,1.842631841997839359e+01,7.571644809216366845e+00,8.115647963969987444e+00
-1.412452184339821892e-01,1.995863525920081472e+01,-4.508113137942108217e+00,4.872847333662997826e+00
7.317522247770495980e-01,2.797666509485999153e+00,6.992386176782733997e+00,7.745648960817683282e+00
3.061624940643760340e+00,5.072593389748699444e+00,6.209617684203093901e+00,7.411025362548686601e+00
-3.736173844020150625e+00,1.665784843205784327e+01,7.914902040499825375e+00,8.331589254121691823e+00
2.748385822881217466e-01,2.892725379081257930e-01,-1.027069980818231976e+01,1.099766099180764023e+01
3.498020887319047478e+00,3.795908700163594052e+00,1.383711416501625635e+01,1.395391091568283137e+01
9.382917294919003837e+00,9.972098841703369132e+00,-6.960198699403489897e+00,1.186995900007493532e+01
2.626577144895990923e+00,1.664846933135622598e+00,-4.037671217970469684e+00,5.296403523835473415e+00
-7.636886883429514938e+00,2.155069335691746701e+01,-5.378826081870034415e+00,1.002641842543581241e+01
1.266434666026486466e+00,9.271425080864332813e+00,-5.379650785744273911e+00,5.054520166277061577e+00
8.956939679061800774e+00,1.438872950723752275e+01,-8.423544781371838042e+00,1.182699552042536517e+01
-6.759511305468113296e-02,1.674259337348805587e+01,-1.126554105277443796e+01,1.091733191788313562e+01
6.625111408561817683e+00,1.097922338944261078e+01,2.450511614145235217e+00,6.721320534916387146e+00
6.740301599650136311e+00,1.953966666668450003e+01,-2.761172660650641486e-01,6.348146504993637862e+00
4.542724398785622952e+00,1.957436251675925476e+01,-2.654666260321230986e+00,5.962487177476756273e+00
8.686766750607892718e+00,1.504477330001712865e+01,1.011441217903912460e+01,1.342874079762676409e+01
1.915319484614521395e+00,5.999156379564182018e+00,-4.278014087278249278e+00,5.155219953100081298e+00
1.456417451570591659e+00,9.240516124868230818e+00,7.566825533237754975e+00,7.751370312803770091e+00
3.554922830859725380e+00,9.020041666705857608e+00,6.552406722044887388e+00,7.417686696361309728e+00
1.219286902051215193e+01,1.442415919551569736e+01,4.454364839393538666e+00,1.293600092644224908e+01
1.048614117663887679e+00,7.808727826849618303e+00,-4.732007403361540909e+00,4.847182752946891604e+00
5.257945733906492336e+00,1.176459817869335822e+01,3.929323398155639691e+00,6.914191939916605634e+00
-2.568114666756584175e+00,6.492047225365229046e+00,-1.137795450134220587e+01,1.072314900993890596e+01
1.265341406839450755e+01,1.005554059029902270e+01,2.178113342502166816e+00,1.264358174899680520e+01
1.001907268461424394e+01,2.066440971750139610e+01,-5.184317153297472558e+00,1.210840438553595888e+01
-2.864988463344799730e+00,5.341656790471964733e+00,7.832752519827575810e+00,8.231844057355269584e+00
9.658942890663507086e+00,1.151200599936209201e+01,9.753075206626640181e+00,1.336716605050968454e+01
3.244730820328476373e+00,2.069827726412292179e+01,7.221424296613566440e+00,7.492767126418138801e+00
-2.266788108618217112e+00,6.100996888187055767e+00,7.858518260009532241e+00,8.168931776672732070e+00
5.377931056475798499e+00,2.506877832131819250e+00,5.360004965093649432e+00,7.096809281782767265e+00
-2.742436325763082383e-01,1.243084686293161134e+01,-9.762137688806134861e+00,1.104917138586252712e+01
-1.312024435077390860e+00,4.851924116296913780e+00,-1.102335868845535671e+01,1.089207426022375458e+01
1.202117871630539980e+01,3.049917269224837746e+00,4.497081862903915095e+00,1.292783604672297315e+01
-9.624555656624558253e+00,1.463547368692563388e+01,-1.990012022745006881e+00,9.589520123258655104e+00
4.477502612911210100e+00,8.893124696062285395e+00,-3.761315085024452998e+00,5.642142803418787267e+00
1.392707099246246472e+00,2.013029065255004824e+01,8.051804539084601586e+00,7.631844868830500062e+00
-6.075442124461571503e+00,1.542031762274166518e+01,6.210039903919963855e+00,8.689348799363930453e+00
-5.870288094938501011e+00,6.872100338503281058e+00,-8.809947784543494365e+00,1.045568095015131860e+01
-4.494373319580426407e-01,1.883197154342271062e+01,-1.102042224195336040e+01,1.094879182396756079e+01
8.503063917454914744e+00,1.009503942491168971e+01,1.052101776169851455e+01,1.345668743396047695e+01
-9.395594687237226239e+00,1.687006182146156164e+01,-8.324954088038852840e-01,9.484436555147649273e+00
1.835005808327505150e+00,1.787685362946922041e+01,-1.099381702855495924e+01,1.120315270947204134e+01
1.313248423116323238e+01,2.037791688257362210e+01,-8.305060619765046726e-01,1.247970597707863583e+01
-9.170749103879126451e+00,1.525240403111371457e+01,1.473703763998626570e+00,9.230803297372824900e+00
-5.770509060718922001e+00,2.125618508159408560e+00,6.939315396893965371e+00,8.491084187144640083e+00
-8.520694806870599436e+00,1.911821904961194107e+01,1.552088722032042067e+00,9.184721441627603511e+00
-8.097995579826525514e+00,1.581741189460812080e+01,3.341082430886145982e+00,8.977911174365104330e+00
-4.164492000630930946e+00,1.964292461125384648e+01,7.466339813465206809e+00,8.368210906316774000e+00
5.947918641899680559e+00,1.693917367063839663e+00,-1.245797493899650332e+00,6.099006746562516845e+00
8.885838196491942398e+00,8.666430795951658439e+00,-7.625121734866103118e+00,1.182118469971700847e+01
1.257872125865753610e+01,1.359454687074237533e+01,6.369151354081743488e-01,1.263568175309498187e+01
-1.264702714218766788e+00,1.914930839368437887e+01,8.568624844347940694e+00,7.964440219278657196e+00
